% of respondents that “agree”,Opinion on products and services using AI,Year,source_file,Country,"% of respondents that ""Agree""",Statement,% agreeing with statement,pp. change
67%,I have a good understanding of what artificial intelligence is,2024,fig_8.1.1.csv,,,,,
52%,I know which types of products and services use artificial intelligence,2024,fig_8.1.1.csv,,,,,
50%,Products and services using artificial intelligence have profoundly changed my daily life in the past 3–5 years,2024,fig_8.1.1.csv,,,,,
66%,Products and services using artificial intelligence will profoundly change my daily life in the next 3–5 years,2024,fig_8.1.1.csv,,,,,
55%,Products and services using artificial intelligence have more benefits than drawbacks,2024,fig_8.1.1.csv,,,,,
45%,I trust people not to discriminate or show bias toward any group of people,2024,fig_8.1.1.csv,,,,,
54%,I trust artificial intelligence to not discriminate or show bias toward any group of people,2024,fig_8.1.1.csv,,,,,
47%,I trust that companies that use artificial intelligence will protect my personal data,2024,fig_8.1.1.csv,,,,,
50%,Products and services using artificial intelligence make me nervous,2024,fig_8.1.1.csv,,,,,
67%,I have a good understanding of what artificial intelligence is,2023,fig_8.1.1.csv,,,,,
51%,I know which types of products and services use artificial intelligence,2023,fig_8.1.1.csv,,,,,
49%,Products and services using artificial intelligence have profoundly changed my daily life in the past 3–5 years,2023,fig_8.1.1.csv,,,,,
66%,Products and services using artificial intelligence will profoundly change my daily life in the next 3–5 years,2023,fig_8.1.1.csv,,,,,
54%,Products and services using artificial intelligence have more benefits than drawbacks,2023,fig_8.1.1.csv,,,,,
56%,I trust artificial intelligence to not discriminate or show bias toward any group of people,2023,fig_8.1.1.csv,,,,,
50%,I trust that companies that use artificial intelligence will protect my personal data,2023,fig_8.1.1.csv,,,,,
52%,Products and services using artificial intelligence make me nervous,2023,fig_8.1.1.csv,,,,,
64%,I have a good understanding of what artificial intelligence is,2022,fig_8.1.1.csv,,,,,
50%,I know which types of products and services use artificial intelligence,2022,fig_8.1.1.csv,,,,,
49%,Products and services using artificial intelligence have profoundly changed my daily life in the past 3–5 years,2022,fig_8.1.1.csv,,,,,
60%,Products and services using artificial intelligence will profoundly change my daily life in the next 3–5 years,2022,fig_8.1.1.csv,,,,,
52%,Products and services using artificial intelligence have more benefits than drawbacks,2022,fig_8.1.1.csv,,,,,
39%,Products and services using artificial intelligence make me nervous,2022,fig_8.1.1.csv,,,,,
,,2022,fig_8.1.2.csv,China ,78%,,,
,,2022,fig_8.1.2.csv,Indonesia ,,,,
,,2022,fig_8.1.2.csv,Thailand ,,,,
,,2022,fig_8.1.2.csv,Mexico ,65%,,,
,,2022,fig_8.1.2.csv,Peru ,70%,,,
,,2022,fig_8.1.2.csv,Turkey ,60%,,,
,,2022,fig_8.1.2.csv,Colombia ,64%,,,
,,2022,fig_8.1.2.csv,Singapore ,,,,
,,2022,fig_8.1.2.csv,South Korea ,62%,,,
,,2022,fig_8.1.2.csv,Malaysia ,65%,,,
,,2022,fig_8.1.2.csv,India ,71%,,,
,,2022,fig_8.1.2.csv,South Africa ,57%,,,
,,2022,fig_8.1.2.csv,Chile ,63%,,,
,,2022,fig_8.1.2.csv,Argentina ,55%,,,
,,2022,fig_8.1.2.csv,Brazil ,57%,,,
,,2022,fig_8.1.2.csv,Italy ,50%,,,
,,2022,fig_8.1.2.csv,Hungary ,49%,,,
,,2022,fig_8.1.2.csv,Spain ,53%,,,
,,2022,fig_8.1.2.csv,Japan ,42%,,,
,,2022,fig_8.1.2.csv,New Zealand ,,,,
,,2022,fig_8.1.2.csv,Germany ,37%,,,
,,2022,fig_8.1.2.csv,Great Britain ,38%,,,
,,2022,fig_8.1.2.csv,Ireland ,,,,
,,2022,fig_8.1.2.csv,Australia ,37%,,,
,,2022,fig_8.1.2.csv,Poland ,48%,,,
,,2022,fig_8.1.2.csv,Sweden ,40%,,,
,,2022,fig_8.1.2.csv,Switzerland ,,,,
,,2022,fig_8.1.2.csv,France ,31%,,,
,,2022,fig_8.1.2.csv,Canada ,32%,,,
,,2022,fig_8.1.2.csv,United States ,35%,,,
,,2022,fig_8.1.2.csv,Belgium ,38%,,,
,,2022,fig_8.1.2.csv,Netherlands ,33%,,,
,,2022,fig_8.1.2.csv,Romania ,,,,
,,2022,fig_8.1.2.csv,Russia ,53%,,,
,,2022,fig_8.1.2.csv,Saudi Arabia ,76%,,,
,,2023,fig_8.1.2.csv,China ,,,,
,,2023,fig_8.1.2.csv,Indonesia ,78%,,,
,,2023,fig_8.1.2.csv,Thailand ,74%,,,
,,2023,fig_8.1.2.csv,Mexico ,73%,,,
,,2023,fig_8.1.2.csv,Peru ,67%,,,
,,2023,fig_8.1.2.csv,Turkey ,67%,,,
,,2023,fig_8.1.2.csv,Colombia ,65%,,,
,,2023,fig_8.1.2.csv,Singapore ,64%,,,
,,2023,fig_8.1.2.csv,South Korea ,66%,,,
,,2023,fig_8.1.2.csv,Malaysia ,69%,,,
,,2023,fig_8.1.2.csv,India ,65%,,,
,,2023,fig_8.1.2.csv,South Africa ,59%,,,
,,2023,fig_8.1.2.csv,Chile ,59%,,,
,,2023,fig_8.1.2.csv,Argentina ,57%,,,
,,2023,fig_8.1.2.csv,Brazil ,64%,,,
,,2023,fig_8.1.2.csv,Italy ,55%,,,
,,2023,fig_8.1.2.csv,Hungary ,48%,,,
,,2023,fig_8.1.2.csv,Spain ,50%,,,
,,2023,fig_8.1.2.csv,Japan ,52%,,,
,,2023,fig_8.1.2.csv,New Zealand ,44%,,,
,,2023,fig_8.1.2.csv,Germany ,42%,,,
,,2023,fig_8.1.2.csv,Great Britain ,46%,,,
,,2023,fig_8.1.2.csv,Ireland ,40%,,,
,,2023,fig_8.1.2.csv,Australia ,40%,,,
,,2023,fig_8.1.2.csv,Poland ,47%,,,
,,2023,fig_8.1.2.csv,Sweden ,39%,,,
,,2023,fig_8.1.2.csv,Switzerland ,,,,
,,2023,fig_8.1.2.csv,France ,37%,,,
,,2023,fig_8.1.2.csv,Canada ,38%,,,
,,2023,fig_8.1.2.csv,United States ,37%,,,
,,2023,fig_8.1.2.csv,Belgium ,39%,,,
,,2023,fig_8.1.2.csv,Netherlands ,43%,,,
,,2023,fig_8.1.2.csv,Romania ,61%,,,
,,2023,fig_8.1.2.csv,Russia ,,,,
,,2023,fig_8.1.2.csv,Saudi Arabia ,,,,
,,2024,fig_8.1.2.csv,China ,83%,,,
,,2024,fig_8.1.2.csv,Indonesia ,80%,,,
,,2024,fig_8.1.2.csv,Thailand ,77%,,,
,,2024,fig_8.1.2.csv,Mexico ,70%,,,
,,2024,fig_8.1.2.csv,Peru ,70%,,,
,,2024,fig_8.1.2.csv,Turkey ,69%,,,
,,2024,fig_8.1.2.csv,Colombia ,66%,,,
,,2024,fig_8.1.2.csv,Singapore ,66%,,,
,,2024,fig_8.1.2.csv,South Korea ,66%,,,
,,2024,fig_8.1.2.csv,Malaysia ,63%,,,
,,2024,fig_8.1.2.csv,India ,62%,,,
,,2024,fig_8.1.2.csv,South Africa ,62%,,,
,,2024,fig_8.1.2.csv,Chile ,60%,,,
,,2024,fig_8.1.2.csv,Argentina ,57%,,,
,,2024,fig_8.1.2.csv,Brazil ,56%,,,
,,2024,fig_8.1.2.csv,Italy ,53%,,,
,,2024,fig_8.1.2.csv,Hungary ,51%,,,
,,2024,fig_8.1.2.csv,Spain ,50%,,,
,,2024,fig_8.1.2.csv,Japan ,48%,,,
,,2024,fig_8.1.2.csv,New Zealand ,48%,,,
,,2024,fig_8.1.2.csv,Germany ,47%,,,
,,2024,fig_8.1.2.csv,Great Britain ,46%,,,
,,2024,fig_8.1.2.csv,Ireland ,45%,,,
,,2024,fig_8.1.2.csv,Australia ,44%,,,
,,2024,fig_8.1.2.csv,Poland ,44%,,,
,,2024,fig_8.1.2.csv,Sweden ,43%,,,
,,2024,fig_8.1.2.csv,Switzerland ,42%,,,
,,2024,fig_8.1.2.csv,France ,41%,,,
,,2024,fig_8.1.2.csv,Canada ,40%,,,
,,2024,fig_8.1.2.csv,United States ,39%,,,
,,2024,fig_8.1.2.csv,Belgium ,38%,,,
,,2024,fig_8.1.2.csv,Netherlands ,36%,,,
,,2024,fig_8.1.2.csv,Romania ,,,,
,,2024,fig_8.1.2.csv,Russia ,,,,
,,2024,fig_8.1.2.csv,Saudi Arabia ,,,,
,,Point change 2022 vs. 2024,fig_8.1.2.csv,China ,5%,,,
,,Point change 2022 vs. 2024,fig_8.1.2.csv,Indonesia ,,,,
,,Point change 2022 vs. 2024,fig_8.1.2.csv,Thailand ,,,,
,,Point change 2022 vs. 2024,fig_8.1.2.csv,Mexico ,5%,,,
,,Point change 2022 vs. 2024,fig_8.1.2.csv,Peru ,0%,,,
,,Point change 2022 vs. 2024,fig_8.1.2.csv,Turkey ,9%,,,
,,Point change 2022 vs. 2024,fig_8.1.2.csv,Colombia ,2%,,,
,,Point change 2022 vs. 2024,fig_8.1.2.csv,Singapore ,,,,
,,Point change 2022 vs. 2024,fig_8.1.2.csv,South Korea ,4%,,,
,,Point change 2022 vs. 2024,fig_8.1.2.csv,Malaysia ,-2%,,,
,,Point change 2022 vs. 2024,fig_8.1.2.csv,India ,-9%,,,
,,Point change 2022 vs. 2024,fig_8.1.2.csv,South Africa ,5%,,,
,,Point change 2022 vs. 2024,fig_8.1.2.csv,Chile ,-3%,,,
,,Point change 2022 vs. 2024,fig_8.1.2.csv,Argentina ,2%,,,
,,Point change 2022 vs. 2024,fig_8.1.2.csv,Brazil ,-1%,,,
,,Point change 2022 vs. 2024,fig_8.1.2.csv,Italy ,3%,,,
,,Point change 2022 vs. 2024,fig_8.1.2.csv,Hungary ,2%,,,
,,Point change 2022 vs. 2024,fig_8.1.2.csv,Spain ,-3%,,,
,,Point change 2022 vs. 2024,fig_8.1.2.csv,Japan ,6%,,,
,,Point change 2022 vs. 2024,fig_8.1.2.csv,New Zealand ,,,,
,,Point change 2022 vs. 2024,fig_8.1.2.csv,Germany ,10%,,,
,,Point change 2022 vs. 2024,fig_8.1.2.csv,Great Britain ,8%,,,
,,Point change 2022 vs. 2024,fig_8.1.2.csv,Ireland ,,,,
,,Point change 2022 vs. 2024,fig_8.1.2.csv,Australia ,7%,,,
,,Point change 2022 vs. 2024,fig_8.1.2.csv,Poland ,-4%,,,
,,Point change 2022 vs. 2024,fig_8.1.2.csv,Sweden ,3%,,,
,,Point change 2022 vs. 2024,fig_8.1.2.csv,Switzerland ,,,,
,,Point change 2022 vs. 2024,fig_8.1.2.csv,France ,10%,,,
,,Point change 2022 vs. 2024,fig_8.1.2.csv,Canada ,8%,,,
,,Point change 2022 vs. 2024,fig_8.1.2.csv,United States ,4%,,,
,,Point change 2022 vs. 2024,fig_8.1.2.csv,Belgium ,0%,,,
,,Point change 2022 vs. 2024,fig_8.1.2.csv,Netherlands ,3%,,,
,,Point change 2022 vs. 2024,fig_8.1.2.csv,Romania ,,,,
,,Point change 2022 vs. 2024,fig_8.1.2.csv,Russia ,,,,
,,Point change 2022 vs. 2024,fig_8.1.2.csv,Saudi Arabia ,,,,
,,,fig_8.1.3.csv,Global,,I have a good understanding of what  artificial intelligence is ,67%,
,,,fig_8.1.3.csv,Global,,I know which types of products and  services use artificial intelligence ,52%,
,,,fig_8.1.3.csv,Global,,Products and services using artificial  intelligence have profoundly changed  my daily life in the past 3–5 years ,50%,
,,,fig_8.1.3.csv,Global,,Products and services using artificial  intelligence will profoundly change  my daily life in the next 3–5 years ,66%,
,,,fig_8.1.3.csv,Global,,I trust artificial intelligence to not  discriminate or show bias towards  any group of people  ,54%,
,,,fig_8.1.3.csv,Global,,I trust that companies that use  artificial intelligence will protect  my personal data ,47%,
,,,fig_8.1.3.csv,Global,,Products and services using  artificial intelligence  make me excited,53%,
,,,fig_8.1.3.csv,Global,,Products and services using artificial intelligence make me nervous,50%,
,,,fig_8.1.3.csv,Argentina,,Products and services using artificial  intelligence have profoundly changed  my daily life in the past 3–5 years ,48%,
,,,fig_8.1.3.csv,Argentina,,Products and services using artificial  intelligence will profoundly change  my daily life in the next 3–5 years ,67%,
,,,fig_8.1.3.csv,Argentina,,I trust artificial intelligence to not  discriminate or show bias towards  any group of people  ,60%,
,,,fig_8.1.3.csv,Argentina,,I trust that companies that use  artificial intelligence will protect  my personal data ,46%,
,,,fig_8.1.3.csv,Argentina,,Products and services using  artificial intelligence  make me excited,52%,
,,,fig_8.1.3.csv,Argentina,,Products and services using artificial intelligence make me nervous,47%,
,,,fig_8.1.3.csv,Argentina,,I know which types of products and  services use artificial intelligence ,51%,
,,,fig_8.1.3.csv,Argentina,,I have a good understanding of what  artificial intelligence is ,72%,
,,,fig_8.1.3.csv,Australia,,I trust artificial intelligence to not  discriminate or show bias towards  any group of people  ,42%,
,,,fig_8.1.3.csv,Australia,,I have a good understanding of what  artificial intelligence is ,63%,
,,,fig_8.1.3.csv,Australia,,I know which types of products and  services use artificial intelligence ,38%,
,,,fig_8.1.3.csv,Australia,,Products and services using artificial  intelligence have profoundly changed  my daily life in the past 3–5 years ,40%,
,,,fig_8.1.3.csv,Australia,,Products and services using artificial  intelligence will profoundly change  my daily life in the next 3–5 years ,61%,
,,,fig_8.1.3.csv,Australia,,I trust that companies that use  artificial intelligence will protect  my personal data ,32%,
,,,fig_8.1.3.csv,Australia,,Products and services using  artificial intelligence  make me excited,39%,
,,,fig_8.1.3.csv,Australia,,Products and services using artificial intelligence make me nervous,64%,
,,,fig_8.1.3.csv,Belgium,,Products and services using artificial intelligence make me nervous,51%,
,,,fig_8.1.3.csv,Belgium,,I know which types of products and  services use artificial intelligence ,37%,
,,,fig_8.1.3.csv,Belgium,,Products and services using artificial  intelligence have profoundly changed  my daily life in the past 3–5 years ,34%,
,,,fig_8.1.3.csv,Belgium,,Products and services using artificial  intelligence will profoundly change  my daily life in the next 3–5 years ,61%,
,,,fig_8.1.3.csv,Belgium,,I trust artificial intelligence to not  discriminate or show bias towards  any group of people  ,37%,
,,,fig_8.1.3.csv,Belgium,,I trust that companies that use  artificial intelligence will protect  my personal data ,40%,
,,,fig_8.1.3.csv,Belgium,,Products and services using  artificial intelligence  make me excited,33%,
,,,fig_8.1.3.csv,Belgium,,I have a good understanding of what  artificial intelligence is ,65%,
,,,fig_8.1.3.csv,Brazil,,I have a good understanding of what  artificial intelligence is ,64%,
,,,fig_8.1.3.csv,Brazil,,I know which types of products and  services use artificial intelligence ,57%,
,,,fig_8.1.3.csv,Brazil,,Products and services using artificial  intelligence have profoundly changed  my daily life in the past 3–5 years ,53%,
,,,fig_8.1.3.csv,Brazil,,Products and services using artificial  intelligence will profoundly change  my daily life in the next 3–5 years ,62%,
,,,fig_8.1.3.csv,Brazil,,I trust artificial intelligence to not  discriminate or show bias towards  any group of people  ,56%,
,,,fig_8.1.3.csv,Brazil,,I trust that companies that use  artificial intelligence will protect  my personal data ,45%,
,,,fig_8.1.3.csv,Brazil,,Products and services using  artificial intelligence  make me excited,56%,
,,,fig_8.1.3.csv,Brazil,,Products and services using artificial intelligence make me nervous,47%,
,,,fig_8.1.3.csv,Canada,,I have a good understanding of what  artificial intelligence is ,65%,
,,,fig_8.1.3.csv,Canada,,I know which types of products and  services use artificial intelligence ,36%,
,,,fig_8.1.3.csv,Canada,,Products and services using artificial  intelligence have profoundly changed  my daily life in the past 3–5 years ,37%,
,,,fig_8.1.3.csv,Canada,,Products and services using artificial  intelligence will profoundly change  my daily life in the next 3–5 years ,61%,
,,,fig_8.1.3.csv,Canada,,I trust artificial intelligence to not  discriminate or show bias towards  any group of people  ,41%,
,,,fig_8.1.3.csv,Canada,,I trust that companies that use  artificial intelligence will protect  my personal data ,28%,
,,,fig_8.1.3.csv,Canada,,Products and services using  artificial intelligence  make me excited,37%,
,,,fig_8.1.3.csv,Canada,,Products and services using artificial intelligence make me nervous,63%,
,,,fig_8.1.3.csv,Chile,,I know which types of products and  services use artificial intelligence ,53%,
,,,fig_8.1.3.csv,Chile,,Products and services using artificial  intelligence have profoundly changed  my daily life in the past 3–5 years ,51%,
,,,fig_8.1.3.csv,Chile,,I trust that companies that use  artificial intelligence will protect  my personal data ,43%,
